,Name,District,Address,Price ($) p/m,Size (m2),Price per m2,Link
887,Golden Agri Plaza,D5,Pasir Panjang Rd,31056,6470,4.8,https://www.99.co/singapore/commercial/rent/property/golden-agri-plaza-office-KKLTStQMx22zWyyaKiBsPm#enquiry_source--Search
888,Malacca Centre,D1,Malacca St,12588,1830,6.88,https://www.99.co/singapore/commercial/rent/property/malacca-centre-office-kHDxKC9c3uguBmvd4Cu7aH#enquiry_source--Search
889,Jurong Town Hall,D22,Jurong Town Hall Rd,4000,1150,3.48,https://www.99.co/singapore/commercial/rent/property/jurong-town-hall-office-3FXS8AgTNXWrgWMCWRwq4j#enquiry_source--Search
890,Plus,D1,Cecil St,8500,768,11.07,https://www.99.co/singapore/commercial/rent/property/plus-office-cRuYeY9JiRvtQy3MpzPrc5#enquiry_source--Search
891,The Central,D1,Eu Tong Sen St,8500,883,9.63,https://www.99.co/singapore/commercial/rent/property/the-central-office-ZaA8yCjDv2KkWiM6jXwo4a#enquiry_source--Search
892,High Street Centre,D6,Nth Bridge Rd,17250,2300,7.5,https://www.99.co/singapore/commercial/rent/property/high-street-centre-office-WDooUr88rWxZ3jRqdk8Lb4#enquiry_source--Search
893,International Plaza,D2,Anson Rd,6500,937,6.94,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-9baVgs42Wa6KShJdPe9hFz#enquiry_source--Search
894,International Plaza,D2,Anson Rd,16028,2357,6.8,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-6gRb4F6cBzgkctXC5GkzrJ#enquiry_source--Search
895,Oakwood Premier OUE Singapore / OUE Downtown,D1,Shenton Way,48913,5543,8.82,https://www.99.co/singapore/commercial/rent/property/oue-downtown-office-R9tef7CkjjvRaKNtEYhZUL#enquiry_source--Search
896,Regency House,D9,Penang Rd,12270,1636,7.5,https://www.99.co/singapore/commercial/rent/property/regency-house-office-QMxMfExgPBh8dPb3FrnxRu#enquiry_source--Search
897,Orchard Rendezvous Hotel,D10,Tanglin Rd,9493,1217,7.8,https://www.99.co/singapore/commercial/rent/property/orchard-rendezvous-hotel-office-mtQEmXWnNMkmuWCWfxn6Zd#enquiry_source--Search
898,Jurong Town Hall,D22,Jurong Town Hall Rd,4000,1150,3.48,https://www.99.co/singapore/commercial/rent/property/jurong-town-hall-office-UEsF4tWmmhi2eqtf3eNy75#enquiry_source--Search
899,Woods Square,D25,Woodlands Square,9900,1421,6.97,https://www.99.co/singapore/commercial/rent/property/woods-square-office-dJAaYAr5eUs3FnjoifLfNT#enquiry_source--Search
900,Tong Eng Building,D1,Cecil St,7200,1385,5.2,https://www.99.co/singapore/commercial/rent/property/tong-eng-building-office-B4Z2gqEQthngkwFwu5Bi94#enquiry_source--Search
901,Amoy Street,D1,Amoy St,9800,1410,6.95,https://www.99.co/singapore/commercial/rent/property/amoy-street-office-9PWLmfsPavVjy5EYbMPCfG#enquiry_source--Search
902,Cecil Court,D1,Cecil St,9185,1670,5.5,https://www.99.co/singapore/commercial/rent/property/cecil-court-office-dmZ4u8oe3X4JZCZGZvk2L2#enquiry_source--Search
903,Cecil Court,D1,Cecil St,6875,1250,5.5,https://www.99.co/singapore/commercial/rent/property/cecil-court-office-X3gQdm4oi5MjFLQrYtxMpE#enquiry_source--Search
904,Cecil Court,D1,Cecil St,4455,810,5.5,https://www.99.co/singapore/commercial/rent/property/cecil-court-office-4vqyW6pCKonqGNJ3ZbFLVh#enquiry_source--Search
905,Cecil Court,D1,Cecil St,4565,830,5.5,https://www.99.co/singapore/commercial/rent/property/cecil-court-office-HKuvXpwXiGTiMJAgsz7ais#enquiry_source--Search
906,Cecil Court,D1,Cecil St,6600,1200,5.5,https://www.99.co/singapore/commercial/rent/property/cecil-court-office-GmyURhi9Azwdyk9rGcVnYx#enquiry_source--Search
907,Odeon Towers,D7,Nth Bridge Rd,12529,1528,8.2,https://www.99.co/singapore/commercial/rent/property/odeon-towers-office-ZHNQoipyw3WEEJHbaaQ6YA#enquiry_source--Search
908,Odeon Towers,D7,Nth Bridge Rd,16122,2067,7.8,https://www.99.co/singapore/commercial/rent/property/odeon-towers-office-b3PW36aWraD6KLzcwtMbQe#enquiry_source--Search
909,Manhattan House,D3,Chin Swee Rd,3000,517,5.8,https://www.99.co/singapore/commercial/rent/property/manhattan-house-office-HyG3KRTWm22y6vPn2pxp5Y#enquiry_source--Search
910,Kallang Avenue,D12,Kallang Ave,13099,2220,5.9,https://www.99.co/singapore/commercial/rent/property/kallang-avenue-office-SpmtUZng5afWMSLUyyYBLt#enquiry_source--Search
911,Depot Road,D4,Depot Rd,152881,43680,3.5,https://www.99.co/singapore/commercial/rent/property/depot-road-office-DiT5gwMoUfwZoiqRbaCHHc#enquiry_source--Search
912,80 Bendemeer Road,D12,Bendemeer Rd,61118,13286,4.6,https://www.99.co/singapore/commercial/rent/property/80-bendemeer-road-office-jLmoN5QhRCyPHEVG24SpRu#enquiry_source--Search
913,Arc 380,D8,Jln Besar,4432,764,5.8,https://www.99.co/singapore/commercial/rent/property/arc-380-office-4AA54W2LiytrjmW3h9MSNk#enquiry_source--Search
914,Westech Building,D5,Pandan Loop,3850,1453,2.65,https://www.99.co/singapore/commercial/rent/property/westech-building-office-jpdnY7h8zBQxdGUZMEkw9D#enquiry_source--Search
915,New Bridge Road,D1,New Bridge Rd,12000,1373,8.74,https://www.99.co/singapore/commercial/rent/property/new-bridge-road-office-mrRvyWwKAVHvqQbRMui6aL#enquiry_source--Search
916,International Plaza,D2,Anson Rd,2560,180,14.22,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-hYwWmtPVfEbc4QBfyTsZbD#enquiry_source--Search
917,Fragrance Empire Building,D5,Alexandra Rd,20501,3154,6.5,https://www.99.co/singapore/commercial/rent/property/fragrance-empire-building-office-vRdcknnGDqLfQEjMtzY2JY#enquiry_source--Search
918,Peninsula Plaza,D6,Nth Bridge Rd,2300,441,5.22,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-rbXDiPiXYnh7ATaKABVtgN#enquiry_source--Search
919,Lian Huat Building,D2,Tras St,2320,400,5.8,https://www.99.co/singapore/commercial/rent/property/lian-huat-building-office-kEB5FaXuSYoP247L8FD2SH#enquiry_source--Search
920,Lian Huat Building,D2,Tras St,750,100,7.5,https://www.99.co/singapore/commercial/rent/property/lian-huat-building-office-66QikoMGuvCPys24cZhMqA#enquiry_source--Search
921,Serangoon Road,D8,Serangoon Rd,4000,883,4.53,https://www.99.co/singapore/commercial/rent/property/serangoon-road-office-Uw525H3xMWvxg4zWnBKUdz#enquiry_source--Search
922,Great World City,D9,Kim Seng Promenade,19200,2400,8.0,https://www.99.co/singapore/commercial/rent/property/great-world-city-office-veYE74NwLvCkFgndNWVoXX#enquiry_source--Search
923,Keppel Bay Tower,D4,Harbourfront Ave,24362,2971,8.2,https://www.99.co/singapore/commercial/rent/property/keppel-bay-tower-office-LzKiKPoAr7WysCaThfqbgg#enquiry_source--Search
924,Kreta Ayer Conservation Area,D1,Sago St,16000,2413,6.63,https://www.99.co/singapore/commercial/rent/property/kreta-ayer-conservation-area-office-esgTypxgpYW3rVjcgrotYU#enquiry_source--Search
925,OG Albert Complex,D7,Albert St,2672,514,5.2,https://www.99.co/singapore/commercial/rent/property/og-albert-complex-office-76vnY99CJhShXjwPJzfoyh#enquiry_source--Search
926,Orchard Building,D9,Grange Rd,12704,1588,8.0,https://www.99.co/singapore/commercial/rent/property/orchard-building-office-f5h3Qy7TcetbBkGvG6zoRt#enquiry_source--Search
927,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-9cnPnVCxMP5AU2MW5nVbS3#enquiry_source--Search
928,Rigel Innovation Centre,D16,Changi Business Pk Ctrl 2,15132,5044,3.0,https://www.99.co/singapore/commercial/rent/property/rigel-innovation-centre-office-4vRRwYgNNLCzZGucA6UsfU#enquiry_source--Search
929,Kovan City,D19,Hougang St 21,2800,600,4.67,https://www.99.co/singapore/commercial/rent/property/kovan-city-office-WwdtLzNDcyPc2NXRZzgkDf#enquiry_source--Search
930,Tong Eng Building,D1,Cecil St,2778,463,6.0,https://www.99.co/singapore/commercial/rent/property/tong-eng-building-office-hngdHFTBT7BWtyrSCVi4Jh#enquiry_source--Search
931,Ubi Techpark,D14,Ubi Cres,800,130,6.15,https://www.99.co/singapore/commercial/rent/property/ubi-techpark-office-mRZBHKvjHethXeC8Psc4HG#enquiry_source--Search
932,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-WSYcYTnMwQq629gzZQqxXs#enquiry_source--Search
933,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-ZBT8hqhVCVexE2uUGVHGht#enquiry_source--Search
934,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-o3fGr7gS8sudqKSM2W2HXf#enquiry_source--Search
935,Serangoon Road,D8,Serangoon Rd,4500,600,7.5,https://www.99.co/singapore/commercial/rent/property/serangoon-road-office-SUW4KB3u4PLkftHBXQNLyA#enquiry_source--Search
936,International Plaza,D2,Anson Rd,2600,235,11.06,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-JCg7aqgACN32NYuqZbzdup#enquiry_source--Search
937,International Plaza,D2,Anson Rd,3700,468,7.91,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-5nAQpbTSUBFHG6RLreVj2j#enquiry_source--Search
938,Regency House,D9,Penang Rd,12270,1636,7.5,https://www.99.co/singapore/commercial/rent/property/regency-house-office-6onu6Z3AtyF5sVHJSC6btv#enquiry_source--Search
939,Lorong 8 Toa Payoh,D12,Lor 8 Toa Payoh,24000,8000,3.0,https://www.99.co/singapore/commercial/rent/property/lorong-8-toa-payoh-office-P5xksvudbXjdEg5qLDzedn#enquiry_source--Search
940,One Holland Village Residences / One Holland Village,D10,Holland Village Way,27911,2938,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-7zfTUvusSGnG9sBc9mgS8K#enquiry_source--Search
941,International Plaza,D2,Anson Rd,5700,1001,5.69,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-YyYsPKMW9YjZRVHmriiwQ2#enquiry_source--Search
942,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-JxNixcWbS3rZv7GNgNAgN2#enquiry_source--Search
943,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-WKgkYiqZh6iMYH3weYyPaj#enquiry_source--Search
944,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-KFQ6ttuXF4Mswvkhq5Mkv5#enquiry_source--Search
945,Golden Mile Tower,D7,Beach Rd,2200,625,3.52,https://www.99.co/singapore/commercial/rent/property/golden-mile-tower-office-NggC9VW3LZWcVn2gqZQTRL#enquiry_source--Search
946,Mosque Street,D1,Mosque St,15000,1700,8.82,https://www.99.co/singapore/commercial/rent/property/mosque-street-office-9NfwmNTMJLTBcmtQA3FX4M#enquiry_source--Search
947,Temasek Boulevard,D1,Temasek Boulevard,52428,6000,8.74,https://www.99.co/singapore/commercial/rent/property/temasek-boulevard-office-5BgpXqeU6KvvpMhJcEQSi2#enquiry_source--Search
948,Kim Hoe Centre,D8,Kelantan Lane,15600,3250,4.8,https://www.99.co/singapore/commercial/rent/property/kim-hoe-centre-office-TWRasFPevZRGM6TGfHqrnz#enquiry_source--Search
949,Paya Lebar Square,D14,Paya Lebar Rd,3400,517,6.58,https://www.99.co/singapore/commercial/rent/property/paya-lebar-square-office-TidyQQ5GGPyAk3jfhN78FG#enquiry_source--Search
950,Amoy Street,D1,Amoy St,20000,3200,6.25,https://www.99.co/singapore/commercial/rent/property/amoy-street-office-JVXPnv2zZxWcoWLmrMtRuB#enquiry_source--Search
951,Tripleone Somerset,D9,Somerset Rd,6535,742,8.81,https://www.99.co/singapore/commercial/rent/property/tripleone-somerset-office-KHtjPbJm8jXeny7b9wFgWo#enquiry_source--Search
952,Telok Ayer Street,D1,Telok Ayer St,3900,800,4.88,https://www.99.co/singapore/commercial/rent/property/telok-ayer-street-office-C8M6NYTMi9ntATXeC98pGk#enquiry_source--Search
953,CPF Tampines Building,D18,Tampines Ctrl 5,5720,1060,5.4,https://www.99.co/singapore/commercial/rent/property/cpf-tampines-building-office-Ls3Ss8YuWoZqTq9p63ppMN#enquiry_source--Search
954,Springleaf Tower,D2,Anson Rd,70500,9365,7.53,https://www.99.co/singapore/commercial/rent/property/springleaf-tower-office-FcbAZAK4wiURqqDhcpuvvK#enquiry_source--Search
955,Springleaf Tower,D2,Anson Rd,23000,3257,7.06,https://www.99.co/singapore/commercial/rent/property/springleaf-tower-office-m9YPqcRxA6xoUDJFbt2uvJ#enquiry_source--Search
956,International Plaza,D2,Anson Rd,5800,990,5.86,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-De2RA9rGeu2aL588cmXwXU#enquiry_source--Search
957,Woods Square,D25,Woodlands Square,2408,560,4.3,https://www.99.co/singapore/commercial/rent/property/woods-square-office-oZ89Wv3Q3QErQMxcwRi8X4#enquiry_source--Search
958,Woodlands Industrial Xchange,D25,Woodlands Ave 10,1700,1000,1.7,https://www.99.co/singapore/commercial/rent/property/woodlands-industrial-xchange-office-URDwQnu8Y8sveDw26XSRyi#enquiry_source--Search
959,Woods Square,D25,Woodlands Square,2650,560,4.73,https://www.99.co/singapore/commercial/rent/property/woods-square-office-VKSTpASicU4V38XFefwEDw#enquiry_source--Search
960,Boon Leat Terrace,D5,Boon Leat Terrace,2557,882,2.9,https://www.99.co/singapore/commercial/rent/property/boon-leat-terrace-office-YcJ8fPeQWx7vcRPCLFVyCh#enquiry_source--Search
961,Boon Leat Terrace,D5,Boon Leat Terrace,2762,932,2.96,https://www.99.co/singapore/commercial/rent/property/boon-leat-terrace-office-f35MYixaj7Ac2Smi4mKpoz#enquiry_source--Search
962,Woods Square,D25,Woodlands Square,2600,560,4.64,https://www.99.co/singapore/commercial/rent/property/woods-square-office-5ybgnwuTxF4jpHE2nFAV83#enquiry_source--Search
963,Science Centre Road,D22,Science Centre Rd,75284,29163,2.58,https://www.99.co/singapore/commercial/rent/property/science-centre-road-office-2rjpq7fPXz7vQkqfumqE9X#enquiry_source--Search
964,The Central,D1,Eu Tong Sen St,4600,635,7.24,https://www.99.co/singapore/commercial/rent/property/the-central-office-J6PcWZdAAZVoZSgajNrFre#enquiry_source--Search
965,Soho Life,D15,Joo Chiat Rd,3000,409,7.33,https://www.99.co/singapore/commercial/rent/property/soho-life-office-a6AjgkD2ps4dFep7vVSYwB#enquiry_source--Search
966,Chinatown Point,D1,New Bridge Rd,6000,1055,5.69,https://www.99.co/singapore/commercial/rent/property/chinatown-point-office-oUXvBG6cXaKYvFLYyEFg6m#enquiry_source--Search
967,MYP Plaza,D1,Cecil St,13788,2293,6.01,https://www.99.co/singapore/commercial/rent/property/myp-plaza-office-vp6V9zD9kTE9ANdntmBYYk#enquiry_source--Search
968,MYP Plaza,D1,Cecil St,24188,3444,7.02,https://www.99.co/singapore/commercial/rent/property/myp-plaza-office-oGMBdx6pfrqhWxHw9ocMMS#enquiry_source--Search
969,MYP Plaza,D1,Cecil St,5880,829,7.09,https://www.99.co/singapore/commercial/rent/property/myp-plaza-office-gTymeMaDkVwedkkrGbMjRC#enquiry_source--Search
970,Ngee Ann City,D9,Orchard Rd,14430,1443,10.0,https://www.99.co/singapore/commercial/rent/property/ngee-ann-city-office-mynoWNTPGqSDaYzRXfLxuc#enquiry_source--Search
971,Orchard Towers,D9,Orchard Rd,12315,3241,3.8,https://www.99.co/singapore/commercial/rent/property/orchard-towers-office-S8yduqsy4RsgFnpLJLMbUn#enquiry_source--Search
972,RB Capital Building,D1,Malacca St,8000,1200,6.67,https://www.99.co/singapore/commercial/rent/property/rb-capital-building-office-J4CBaYTpdV8f9MkdTzn3sY#enquiry_source--Search
973,Vision Exchange,D22,Venture Dr,2800,517,5.42,https://www.99.co/singapore/commercial/rent/property/vision-exchange-office-eR3hHDK9sAL6fvRB5T8VsC#enquiry_source--Search
974,The Plaza,D7,Beach Rd,18000,3000,6.0,https://www.99.co/singapore/commercial/rent/property/the-plaza-office-7aqeRmJ4f2HxoggueSmz2v#enquiry_source--Search
975,Peninsula Plaza,D6,Nth Bridge Rd,4800,1000,4.8,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-JK9p8bcPQaiwfVh7EJ6Bt4#enquiry_source--Search
976,Suntec City Towers,D1,Temasek Boulevard,14000,1600,8.75,https://www.99.co/singapore/commercial/rent/property/suntec-city-towers-office-56rH66n5TcwdmCMRCzdZKd#enquiry_source--Search
977,International Building,D9,Orchard Rd,6050,711,8.51,https://www.99.co/singapore/commercial/rent/property/international-building-office-qzZ68ExBpqAG4t7Houk4HL#enquiry_source--Search
978,The Bencoolen,D7,Bencoolen St,6500,1302,4.99,https://www.99.co/singapore/commercial/rent/property/the-bencoolen-office-hvCJtDC7nQtDv64gYQA6Jk#enquiry_source--Search
979,Oxley Tower,D1,Robinson Rd,2500,215,11.63,https://www.99.co/singapore/commercial/rent/property/oxley-tower-office-RNsSxzaZJwzkqkearhEaLx#enquiry_source--Search
980,The Central,D1,Eu Tong Sen St,5000,624,8.01,https://www.99.co/singapore/commercial/rent/property/the-central-office-h2VNPu6U58DSK56aoi6oDt#enquiry_source--Search
981,Centrium Square,D8,Serangoon Rd,4800,618,7.77,https://www.99.co/singapore/commercial/rent/property/centrium-square-office-jHgkWX3WXD8FQfdnqCmdkt#enquiry_source--Search
982,Tripleone Somerset,D9,Somerset Rd,4450,445,10.0,https://www.99.co/singapore/commercial/rent/property/tripleone-somerset-office-eVCUSQJpotypm4SnQihWVR#enquiry_source--Search
983,Amoy Street,D1,Amoy St,11823,1819,6.5,https://www.99.co/singapore/commercial/rent/property/amoy-street-office-UXzhgJHeATXFoQy7Uai8Zz#enquiry_source--Search
984,31 Hongkong Street,D1,Hongkong St,5500,700,7.86,https://www.99.co/singapore/commercial/rent/property/31-hongkong-street-office-aqeQPgLmcPi9Bcqfwhp5pc#enquiry_source--Search
985,Chinatown Point,D1,New Bridge Rd,18645,2486,7.5,https://www.99.co/singapore/commercial/rent/property/chinatown-point-office-DJrxewRepKVc57uFXTJ5jo#enquiry_source--Search
986,Chinatown Point,D1,New Bridge Rd,36650,4887,7.5,https://www.99.co/singapore/commercial/rent/property/chinatown-point-office-3y8c9bTNaNihxWLFEZSGLG#enquiry_source--Search
987,ESR BizPark @ Chai Chee,D16,Chai Chee Rd,39485,10968,3.6,https://www.99.co/singapore/commercial/rent/property/esr-bizpark-chai-chee-office-ZwdNdjo7bCYUjzAQ6JFQTQ#enquiry_source--Search
988,GB Building,D1,Cecil St,32550,5425,6.0,https://www.99.co/singapore/commercial/rent/property/gb-building-office-BKifM9maFsWcH3QzLEknKE#enquiry_source--Search
989,Fusionopolis Place,D5,Fusionopolis Pl,8681,1467,5.92,https://www.99.co/singapore/commercial/rent/property/fusionopolis-place-office-RQntgncskCmoF2neMrdpee#enquiry_source--Search
990,Fuyuen Court,D14,Lor 35 Geylang,2488,650,3.83,https://www.99.co/singapore/commercial/rent/property/fuyuen-court-office-eWZQDj5qimZeMz34hZGF8R#enquiry_source--Search
